timestamp,hour_of_day,month,day_of_year,cloud_cover_pct,shortwave_radiation_wm2,direct_radiation_wm2,temperature_c,solar_generation_kw
2025-02-19 12:00:00,12,2,50,30.94,767.95,530.35,26.08,62.37
2025-02-19 13:00:00,13,2,50,16.12,849.11,712.2,29.09,65.42
2025-02-19 14:00:00,14,2,50,4.21,838.68,803.36,29.51,65.43
2025-02-19 15:00:00,15,2,50,3.94,686.21,659.18,26.2,53.41
2025-02-19 16:00:00,16,2,50,19.34,427.48,344.81,30.07,33.68
2025-02-19 17:00:00,17,2,50,50.04,161.68,80.78,30.28,13.11
2025-02-19 18:00:00,18,2,50,0.0,0.0,0.0,28.17,0.0
2025-02-19 19:00:00,19,2,50,23.6,0.0,0.0,26.15,0.0
2025-02-19 20:00:00,20,2,50,1.84,0.0,0.0,22.75,0.0
2025-02-19 21:00:00,21,2,50,34.98,0.0,0.0,18.06,0.0
2025-02-19 22:00:00,22,2,50,49.61,0.0,0.0,19.84,0.0
2025-02-19 23:00:00,23,2,50,32.94,0.0,0.0,16.89,0.0
2025-02-20 00:00:00,0,2,51,24.65,0.0,0.0,15.76,0.0
2025-02-20 01:00:00,1,2,51,37.12,0.0,0.0,11.93,0.0
2025-02-20 02:00:00,2,2,51,29.88,0.0,0.0,12.2,0.0
2025-02-20 03:00:00,3,2,51,48.47,0.0,0.0,10.48,0.0
2025-02-20 04:00:00,4,2,51,0.0,0.0,0.0,13.63,0.0
2025-02-20 05:00:00,5,2,51,25.97,0.0,0.0,12.72,0.0
2025-02-20 06:00:00,6,2,51,58.98,0.0,0.0,13.05,0.0
2025-02-20 07:00:00,7,2,51,43.17,175.03,99.47,16.23,13.7
2025-02-20 08:00:00,8,2,51,19.36,427.41,344.67,19.45,33.63
2025-02-20 09:00:00,9,2,51,41.07,489.27,288.31,22.0,40.65
2025-02-20 10:00:00,10,2,51,48.98,547.86,279.49,20.28,44.65
2025-02-20 11:00:00,11,2,51,0.0,965.93,965.93,26.59,76.02
2025-02-20 12:00:00,12,2,51,27.35,794.86,577.45,23.9,64.53
2025-02-20 13:00:00,13,2,51,48.01,618.13,321.38,26.08,49.36
2025-02-20 14:00:00,14,2,51,80.16,345.4,68.54,30.84,26.03
2025-02-20 15:00:00,15,2,51,28.67,555.09,395.97,29.31,42.58
2025-02-20 16:00:00,16,2,51,34.44,370.84,243.11,29.85,27.92
2025-02-20 17:00:00,17,2,51,45.42,170.64,93.13,31.42,11.68
2025-02-20 18:00:00,18,2,51,0.0,0.0,0.0,29.84,0.65
2025-02-20 19:00:00,19,2,51,11.83,0.0,0.0,25.37,0.0
2025-02-20 20:00:00,20,2,51,63.79,0.0,0.0,20.23,0.0
2025-02-20 21:00:00,21,2,51,3.33,0.0,0.0,20.26,0.0
2025-02-20 22:00:00,22,2,51,47.17,0.0,0.0,19.57,0.0
2025-02-20 23:00:00,23,2,51,8.3,0.0,0.0,19.09,0.0
2025-02-21 00:00:00,0,2,52,15.79,0.0,0.0,17.34,0.0
2025-02-21 01:00:00,1,2,52,40.77,0.0,0.0,12.14,0.0
2025-02-21 02:00:00,2,2,52,5.44,0.0,0.0,9.71,0.0
2025-02-21 03:00:00,3,2,52,38.63,0.0,0.0,8.37,0.0
2025-02-21 04:00:00,4,2,52,75.44,0.0,0.0,4.38,0.0
2025-02-21 05:00:00,5,2,52,53.82,0.0,0.0,16.17,0.0
2025-02-21 06:00:00,6,2,52,40.32,0.0,0.0,12.71,0.0
2025-02-21 07:00:00,7,2,52,25.73,208.88,155.14,17.48,17.12
2025-02-21 08:00:00,8,2,52,9.82,463.16,417.65,19.75,35.32
2025-02-21 09:00:00,9,2,52,31.44,540.37,370.47,21.61,43.53
2025-02-21 10:00:00,10,2,52,28.16,683.13,490.76,24.84,56.2
2025-02-21 11:00:00,11,2,52,26.05,777.2,574.73,25.44,63.17
2025-02-21 12:00:00,12,2,52,66.04,504.73,171.43,23.92,38.75
2025-02-21 13:00:00,13,2,52,37.88,691.54,429.62,30.42,53.99
2025-02-21 14:00:00,14,2,52,45.67,569.41,309.37,32.56,43.1
2025-02-21 15:00:00,15,2,52,30.47,545.52,379.31,24.87,45.26
2025-02-21 16:00:00,16,2,52,19.08,428.45,346.7,31.13,33.47
2025-02-21 17:00:00,17,2,52,10.18,239.06,214.72,27.78,19.12
2025-02-21 18:00:00,18,2,52,0.0,0.0,0.0,26.74,0.0
2025-02-21 19:00:00,19,2,52,49.71,0.0,0.0,29.36,0.0
2025-02-21 20:00:00,20,2,52,4.76,0.0,0.0,21.68,0.0
2025-02-21 21:00:00,21,2,52,37.8,0.0,0.0,20.65,0.0
2025-02-21 22:00:00,22,2,52,6.24,0.0,0.0,18.1,0.0
2025-02-21 23:00:00,23,2,52,23.66,0.0,0.0,16.35,0.0
2025-02-22 00:00:00,0,2,53,29.45,0.0,0.0,12.81,0.0
2025-02-22 01:00:00,1,2,53,6.56,0.0,0.0,9.63,0.0
2025-02-22 02:00:00,2,2,53,25.78,0.0,0.0,12.24,0.0
2025-02-22 03:00:00,3,2,53,0.0,0.0,0.0,13.64,0.0
2025-02-22 04:00:00,4,2,53,45.86,0.0,0.0,10.62,0.0
2025-02-22 05:00:00,5,2,53,9.5,0.0,0.0,11.98,0.0
2025-02-22 06:00:00,6,2,53,24.69,0.0,0.0,15.92,0.0
2025-02-22 07:00:00,7,2,53,21.36,217.36,170.94,15.31,15.09
2025-02-22 08:00:00,8,2,53,13.38,449.83,389.64,14.97,33.41
2025-02-22 09:00:00,9,2,53,4.37,683.94,654.06,21.6,53.19
2025-02-22 10:00:00,10,2,53,6.8,821.87,765.99,22.86,67.59
2025-02-22 11:00:00,11,2,53,28.3,760.89,545.53,24.02,60.35
2025-02-22 12:00:00,12,2,53,16.41,876.95,733.07,27.78,68.31
2025-02-22 13:00:00,13,2,53,61.54,520.11,200.04,27.92,39.97
2025-02-22 14:00:00,14,2,53,38.32,617.13,380.65,33.7,46.16
2025-02-22 15:00:00,15,2,53,46.98,457.95,242.8,27.12,37.77
2025-02-22 16:00:00,16,2,53,14.85,444.32,378.35,28.35,34.56
2025-02-22 17:00:00,17,2,53,21.32,217.43,171.07,24.53,15.48
2025-02-22 18:00:00,18,2,53,35.53,0.0,0.0,28.39,0.0
2025-02-22 19:00:00,19,2,53,0.89,0.0,0.0,25.71,0.0
2025-02-22 20:00:00,20,2,53,8.36,0.0,0.0,21.5,0.0
2025-02-22 21:00:00,21,2,53,36.1,0.0,0.0,18.65,0.0
2025-02-22 22:00:00,22,2,53,5.25,0.0,0.0,15.91,0.0
2025-02-22 23:00:00,23,2,53,15.61,0.0,0.0,18.0,0.0
2025-02-23 00:00:00,0,2,54,40.27,0.0,0.0,14.03,0.0
2025-02-23 01:00:00,1,2,54,22.21,0.0,0.0,8.61,0.0
2025-02-23 02:00:00,2,2,54,0.0,0.0,0.0,8.99,0.0
2025-02-23 03:00:00,3,2,54,0.0,0.0,0.0,7.2,0.0
2025-02-23 04:00:00,4,2,54,42.79,0.0,0.0,8.22,0.0
2025-02-23 05:00:00,5,2,54,28.87,0.0,0.0,12.19,0.0
2025-02-23 06:00:00,6,2,54,44.45,0.0,0.0,10.85,0.0
2025-02-23 07:00:00,7,2,54,20.04,219.92,175.85,15.12,16.96
2025-02-23 08:00:00,8,2,54,74.96,218.91,54.82,15.67,15.76
2025-02-23 09:00:00,9,2,54,0.0,707.11,707.11,19.98,56.36
2025-02-23 10:00:00,10,2,54,48.86,548.69,280.62,24.02,43.54
2025-02-23 11:00:00,11,2,54,24.14,791.08,600.15,26.47,62.0
2025-02-23 12:00:00,12,2,54,22.18,833.62,648.7,28.98,64.63
2025-02-23 13:00:00,13,2,54,25.33,782.41,584.21,29.27,60.38
2025-02-23 14:00:00,14,2,54,20.24,734.55,585.87,32.07,56.07
2025-02-23 15:00:00,15,2,54,67.54,348.93,113.27,27.21,28.21
2025-02-23 16:00:00,16,2,54,23.95,410.19,311.95,28.59,32.03
2025-02-23 17:00:00,17,2,54,7.3,244.64,226.77,25.72,20.64
2025-02-23 18:00:00,18,2,54,18.74,0.0,0.0,26.19,0.0
2025-02-23 19:00:00,19,2,54,4.29,0.0,0.0,28.18,0.0
2025-02-23 20:00:00,20,2,54,44.26,0.0,0.0,22.82,0.0
2025-02-23 21:00:00,21,2,54,11.85,0.0,0.0,19.54,0.0
2025-02-23 22:00:00,22,2,54,18.06,0.0,0.0,16.92,0.0
2025-02-23 23:00:00,23,2,54,0.0,0.0,0.0,17.15,0.0
2025-02-24 00:00:00,0,2,55,38.63,0.0,0.0,14.15,0.0
2025-02-24 01:00:00,1,2,55,18.82,0.0,0.0,13.56,0.0
2025-02-24 02:00:00,2,2,55,6.16,0.0,0.0,16.16,0.0
2025-02-24 03:00:00,3,2,55,48.46,0.0,0.0,10.79,0.0
2025-02-24 04:00:00,4,2,55,28.83,0.0,0.0,10.39,0.0
2025-02-24 05:00:00,5,2,55,51.98,0.0,0.0,10.16,0.0
2025-02-24 06:00:00,6,2,55,54.5,0.0,0.0,12.25,0.0
2025-02-24 07:00:00,7,2,55,39.56,182.03,110.03,16.07,15.13
2025-02-24 08:00:00,8,2,55,39.82,350.67,211.02,17.86,29.65
2025-02-24 09:00:00,9,2,55,35.37,519.51,335.74,19.18,41.34
2025-02-24 10:00:00,10,2,55,58.22,487.88,203.84,21.3,37.77
2025-02-24 11:00:00,11,2,55,19.46,824.95,664.42,25.21,65.96
2025-02-24 12:00:00,12,2,55,15.68,882.38,743.99,30.91,69.58
2025-02-24 13:00:00,13,2,55,71.32,449.25,128.85,33.34,34.13
2025-02-24 14:00:00,14,2,55,60.27,474.55,188.54,31.65,36.63
2025-02-24 15:00:00,15,2,55,37.49,508.28,317.73,29.77,39.83
2025-02-24 16:00:00,16,2,55,22.36,416.14,323.07,26.84,33.24
2025-02-24 17:00:00,17,2,55,43.71,173.97,97.92,27.84,12.52
2025-02-24 18:00:00,18,2,55,43.19,0.0,0.0,24.48,0.0
2025-02-24 19:00:00,19,2,55,22.79,0.0,0.0,25.6,0.0
2025-02-24 20:00:00,20,2,55,14.91,0.0,0.0,23.63,0.0
2025-02-24 21:00:00,21,2,55,12.26,0.0,0.0,21.9,0.0
2025-02-24 22:00:00,22,2,55,45.56,0.0,0.0,16.12,0.0
2025-02-24 23:00:00,23,2,55,43.21,0.0,0.0,13.32,0.0
2025-02-25 00:00:00,0,2,56,34.0,0.0,0.0,13.87,0.0
2025-02-25 01:00:00,1,2,56,7.17,0.0,0.0,8.8,0.0
2025-02-25 02:00:00,2,2,56,0.0,0.0,0.0,10.52,0.0
2025-02-25 03:00:00,3,2,56,12.91,0.0,0.0,7.54,0.0
2025-02-25 04:00:00,4,2,56,11.01,0.0,0.0,10.91,0.0
2025-02-25 05:00:00,5,2,56,44.36,0.0,0.0,15.21,0.0
2025-02-25 06:00:00,6,2,56,37.96,0.0,0.0,15.19,0.0
2025-02-25 07:00:00,7,2,56,49.8,162.15,81.4,14.71,13.09
2025-02-25 08:00:00,8,2,56,22.53,415.53,321.92,18.38,33.76
2025-02-25 09:00:00,9,2,56,32.0,537.38,365.4,19.74,41.75
2025-02-25 10:00:00,10,2,56,50.87,535.59,263.12,22.26,44.09
2025-02-25 11:00:00,11,2,56,0.0,965.93,965.93,25.52,77.43
2025-02-25 12:00:00,12,2,56,24.15,818.89,621.14,26.39,65.94
2025-02-25 13:00:00,13,2,56,59.49,534.97,216.72,28.3,42.64
2025-02-25 14:00:00,14,2,56,16.45,759.18,634.3,28.49,60.14
2025-02-25 15:00:00,15,2,56,36.75,512.19,323.95,29.34,40.42
2025-02-25 16:00:00,16,2,56,37.79,358.28,222.89,33.77,27.39
2025-02-25 17:00:00,17,2,56,68.67,125.52,39.33,28.79,9.03
2025-02-25 18:00:00,18,2,56,5.45,0.0,0.0,25.62,0.0
2025-02-25 19:00:00,19,2,56,11.62,0.0,0.0,24.74,0.0
2025-02-25 20:00:00,20,2,56,36.82,0.0,0.0,24.11,0.0
2025-02-25 21:00:00,21,2,56,7.45,0.0,0.0,17.12,0.0
2025-02-25 22:00:00,22,2,56,9.56,0.0,0.0,16.99,0.0
2025-02-25 23:00:00,23,2,56,0.0,0.0,0.0,18.18,0.0
2025-02-26 00:00:00,0,2,57,51.85,0.0,0.0,11.87,0.0
2025-02-26 01:00:00,1,2,57,29.68,0.0,0.0,9.12,0.0
2025-02-26 02:00:00,2,2,57,43.42,0.0,0.0,12.08,0.0
2025-02-26 03:00:00,3,2,57,47.09,0.0,0.0,9.84,0.0
2025-02-26 04:00:00,4,2,57,39.52,0.0,0.0,9.98,0.0
2025-02-26 05:00:00,5,2,57,27.96,0.0,0.0,12.79,0.0
2025-02-26 06:00:00,6,2,57,70.29,0.0,0.0,13.71,0.0
2025-02-26 07:00:00,7,2,57,43.24,174.89,99.27,16.08,13.69
2025-02-26 08:00:00,8,2,57,0.35,498.7,496.97,13.43,39.51
2025-02-26 09:00:00,9,2,57,41.68,486.05,283.45,22.46,39.16
2025-02-26 10:00:00,10,2,57,28.14,683.22,490.93,27.5,53.83
2025-02-26 11:00:00,11,2,57,30.7,743.52,515.25,25.69,58.3
2025-02-26 12:00:00,12,2,57,50.42,621.82,308.28,28.04,48.82
2025-02-26 13:00:00,13,2,57,51.11,595.65,291.21,29.55,45.66
2025-02-26 14:00:00,14,2,57,43.22,585.29,332.31,31.55,45.14
2025-02-26 15:00:00,15,2,57,46.77,459.07,244.36,30.34,36.48
2025-02-26 16:00:00,16,2,57,27.76,395.89,285.98,26.28,32.64
2025-02-26 17:00:00,17,2,57,85.11,93.61,13.94,25.92,6.9
2025-02-26 18:00:00,18,2,57,1.69,0.0,0.0,26.7,0.23
2025-02-26 19:00:00,19,2,57,46.19,0.0,0.0,26.03,0.0
2025-02-26 20:00:00,20,2,57,16.95,0.0,0.0,22.7,0.0
2025-02-26 21:00:00,21,2,57,0.0,0.0,0.0,18.14,0.0
2025-02-26 22:00:00,22,2,57,25.08,0.0,0.0,17.71,0.0
2025-02-26 23:00:00,23,2,57,41.53,0.0,0.0,17.11,0.0
2025-02-27 00:00:00,0,2,58,31.74,0.0,0.0,13.27,0.0
2025-02-27 01:00:00,1,2,58,37.22,0.0,0.0,8.0,0.0
2025-02-27 02:00:00,2,2,58,14.13,0.0,0.0,12.26,0.0
2025-02-27 03:00:00,3,2,58,40.33,0.0,0.0,9.42,0.0
2025-02-27 04:00:00,4,2,58,0.0,0.0,0.0,11.31,0.0
2025-02-27 05:00:00,5,2,58,14.12,0.0,0.0,12.94,0.0
2025-02-27 06:00:00,6,2,58,40.98,0.0,0.0,9.4,0.0
2025-02-27 07:00:00,7,2,58,15.4,228.92,193.66,15.94,16.82
2025-02-27 08:00:00,8,2,58,56.19,289.3,126.75,16.37,21.81
2025-02-27 09:00:00,9,2,58,70.35,334.01,99.03,17.05,26.36
2025-02-27 10:00:00,10,2,58,0.0,866.03,866.03,20.26,67.81
2025-02-27 11:00:00,11,2,58,34.65,714.89,467.16,28.34,54.57
2025-02-27 12:00:00,12,2,58,43.05,677.15,385.66,24.7,53.68
2025-02-27 13:00:00,13,2,58,33.81,720.96,477.18,27.87,57.83
2025-02-27 14:00:00,14,2,58,12.36,785.77,688.67,30.78,62.09
2025-02-27 15:00:00,15,2,58,33.47,529.61,352.36,31.22,42.12
2025-02-27 16:00:00,16,2,58,21.79,418.28,327.13,30.46,32.81
2025-02-27 17:00:00,17,2,58,13.74,232.15,200.25,29.78,16.91
2025-02-27 18:00:00,18,2,58,22.18,0.0,0.0,28.76,0.56
2025-02-27 19:00:00,19,2,58,21.83,0.0,0.0,25.34,0.0
2025-02-27 20:00:00,20,2,58,45.05,0.0,0.0,22.12,0.0
2025-02-27 21:00:00,21,2,58,29.98,0.0,0.0,18.07,0.0
2025-02-27 22:00:00,22,2,58,5.58,0.0,0.0,18.53,0.0
2025-02-27 23:00:00,23,2,58,27.78,0.0,0.0,16.88,0.0
2025-02-28 00:00:00,0,2,59,33.25,0.0,0.0,11.26,0.0
2025-02-28 01:00:00,1,2,59,19.27,0.0,0.0,9.71,0.0
2025-02-28 02:00:00,2,2,59,9.1,0.0,0.0,11.06,0.0
2025-02-28 03:00:00,3,2,59,43.27,0.0,0.0,10.44,0.0
2025-02-28 04:00:00,4,2,59,8.95,0.0,0.0,9.11,0.0
2025-02-28 05:00:00,5,2,59,25.38,0.0,0.0,11.39,0.0
2025-02-28 06:00:00,6,2,59,54.35,0.0,0.0,17.78,0.0
2025-02-28 07:00:00,7,2,59,58.46,145.34,60.38,14.86,9.6
2025-02-28 08:00:00,8,2,59,4.07,484.73,465.0,18.7,39.04
2025-02-28 09:00:00,9,2,59,15.97,622.42,523.03,22.13,48.92
2025-02-28 10:00:00,10,2,59,62.8,458.16,170.46,21.9,36.52
2025-02-28 11:00:00,11,2,59,30.85,742.47,513.46,28.09,56.65
2025-02-28 12:00:00,12,2,59,21.72,837.08,655.25,24.09,69.44
2025-02-28 13:00:00,13,2,59,0.24,964.18,961.86,26.82,76.6
2025-02-28 14:00:00,14,2,59,2.92,847.07,822.35,26.65,66.89
2025-02-28 15:00:00,15,2,59,46.09,462.68,249.44,31.49,35.27
2025-02-28 16:00:00,16,2,59,34.51,370.6,242.73,32.65,27.47
2025-02-28 17:00:00,17,2,59,37.19,186.63,117.22,30.15,14.14
2025-02-28 18:00:00,18,2,59,48.58,0.0,0.0,27.6,0.0
2025-02-28 19:00:00,19,2,59,35.36,0.0,0.0,25.6,0.0
2025-02-28 20:00:00,20,2,59,26.24,0.0,0.0,20.48,0.0
2025-02-28 21:00:00,21,2,59,77.74,0.0,0.0,21.36,0.0
2025-02-28 22:00:00,22,2,59,15.5,0.0,0.0,15.89,0.0
2025-02-28 23:00:00,23,2,59,37.48,0.0,0.0,12.48,0.0
2025-03-01 00:00:00,0,3,60,35.2,0.0,0.0,13.82,0.0
2025-03-01 01:00:00,1,3,60,27.73,0.0,0.0,12.89,0.0
2025-03-01 02:00:00,2,3,60,41.71,0.0,0.0,8.52,0.0
2025-03-01 03:00:00,3,3,60,21.94,0.0,0.0,6.83,0.0
2025-03-01 04:00:00,4,3,60,30.87,0.0,0.0,9.16,0.0
2025-03-01 05:00:00,5,3,60,18.84,0.0,0.0,11.54,0.0
2025-03-01 06:00:00,6,3,60,20.27,0.0,0.0,10.49,0.0
2025-03-01 07:00:00,7,3,60,60.66,141.07,55.5,12.54,12.22
2025-03-01 08:00:00,8,3,60,0.0,500.0,500.0,20.22,39.18
2025-03-01 09:00:00,9,3,60,0.0,707.11,707.11,23.73,57.61
2025-03-01 10:00:00,10,3,60,40.3,604.3,360.79,22.38,48.22
2025-03-01 11:00:00,11,3,60,20.03,820.86,656.48,24.44,65.66
2025-03-01 12:00:00,12,3,60,13.75,896.88,773.56,27.63,72.32
2025-03-01 13:00:00,13,3,60,65.12,494.19,172.39,29.57,37.95
2025-03-01 14:00:00,14,3,60,37.47,622.64,389.33,28.84,49.18
2025-03-01 15:00:00,15,3,60,42.48,481.83,277.16,32.78,38.12
2025-03-01 16:00:00,16,3,60,58.03,282.37,118.5,31.11,22.16
2025-03-01 17:00:00,17,3,60,28.45,203.59,145.67,28.03,13.99
2025-03-01 18:00:00,18,3,60,19.66,0.0,0.0,33.26,0.0
2025-03-01 19:00:00,19,3,60,50.51,0.0,0.0,25.74,0.0
2025-03-01 20:00:00,20,3,60,26.4,0.0,0.0,24.44,0.0
2025-03-01 21:00:00,21,3,60,19.21,0.0,0.0,18.54,0.0
2025-03-01 22:00:00,22,3,60,48.18,0.0,0.0,18.16,0.0
2025-03-01 23:00:00,23,3,60,75.34,0.0,0.0,15.6,0.0
2025-03-02 00:00:00,0,3,61,33.74,0.0,0.0,14.19,0.0
2025-03-02 01:00:00,1,3,61,42.25,0.0,0.0,14.01,0.0
2025-03-02 02:00:00,2,3,61,15.36,0.0,0.0,11.27,0.0
2025-03-02 03:00:00,3,3,61,41.79,0.0,0.0,11.07,0.0
2025-03-02 04:00:00,4,3,61,19.59,0.0,0.0,11.51,0.0
2025-03-02 05:00:00,5,3,61,64.61,0.0,0.0,8.32,0.0
2025-03-02 06:00:00,6,3,61,19.2,0.0,0.0,7.54,0.0
2025-03-02 07:00:00,7,3,61,58.23,145.78,60.89,17.23,11.24
2025-03-02 08:00:00,8,3,61,33.87,372.97,246.63,17.22,30.63
2025-03-02 09:00:00,9,3,61,0.0,707.11,707.11,18.61,58.47
2025-03-02 10:00:00,10,3,61,45.14,572.85,314.28,21.93,45.53
2025-03-02 11:00:00,11,3,61,35.29,710.29,459.65,24.9,55.69
2025-03-02 12:00:00,12,3,61,0.0,1000.0,1000.0,27.02,79.64
2025-03-02 13:00:00,13,3,61,25.8,779.01,578.01,26.73,62.99
2025-03-02 14:00:00,14,3,61,23.92,710.63,540.62,30.09,57.12
2025-03-02 15:00:00,15,3,61,55.67,411.87,182.58,28.88,34.33
2025-03-02 16:00:00,16,3,61,56.95,286.45,123.33,27.99,21.37
2025-03-02 17:00:00,17,3,61,29.64,201.28,141.62,31.02,15.38
2025-03-02 18:00:00,18,3,61,43.7,0.0,0.0,27.41,0.0
2025-03-02 19:00:00,19,3,61,37.92,0.0,0.0,23.83,0.0
2025-03-02 20:00:00,20,3,61,44.7,0.0,0.0,21.18,0.0
2025-03-02 21:00:00,21,3,61,35.94,0.0,0.0,20.28,0.0
2025-03-02 22:00:00,22,3,61,39.97,0.0,0.0,17.2,0.0
2025-03-02 23:00:00,23,3,61,44.02,0.0,0.0,16.31,0.0
2025-03-03 00:00:00,0,3,62,60.34,0.0,0.0,10.66,0.0
2025-03-03 01:00:00,1,3,62,6.83,0.0,0.0,14.31,0.0
2025-03-03 02:00:00,2,3,62,18.5,0.0,0.0,10.94,0.0
2025-03-03 03:00:00,3,3,62,67.26,0.0,0.0,10.21,0.0
2025-03-03 04:00:00,4,3,62,11.29,0.0,0.0,9.73,0.0
2025-03-03 05:00:00,5,3,62,24.35,0.0,0.0,10.15,0.0
2025-03-03 06:00:00,6,3,62,39.52,0.0,0.0,9.44,0.0
2025-03-03 07:00:00,7,3,62,47.17,167.25,88.35,15.69,13.13
2025-03-03 08:00:00,8,3,62,0.0,500.0,500.0,15.7,39.71
2025-03-03 09:00:00,9,3,62,70.34,334.1,99.11,20.27,28.52
2025-03-03 10:00:00,10,3,62,45.57,570.02,310.25,25.92,45.5
2025-03-03 11:00:00,11,3,62,27.3,768.14,558.43,25.31,61.61
2025-03-03 12:00:00,12,3,62,33.59,748.04,496.74,30.39,57.43
2025-03-03 13:00:00,13,3,62,36.11,704.33,449.99,25.96,55.32
2025-03-03 14:00:00,14,3,62,57.44,492.96,209.81,29.13,38.05
2025-03-03 15:00:00,15,3,62,39.58,497.23,300.45,28.26,38.22
2025-03-03 16:00:00,16,3,62,34.06,372.28,245.49,31.52,30.41
2025-03-03 17:00:00,17,3,62,60.33,141.71,56.22,28.81,10.55
2025-03-03 18:00:00,18,3,62,31.94,0.0,0.0,25.32,0.0
2025-03-03 19:00:00,19,3,62,0.0,0.0,0.0,21.65,0.0
2025-03-03 20:00:00,20,3,62,56.73,0.0,0.0,26.43,0.0
2025-03-03 21:00:00,21,3,62,39.12,0.0,0.0,19.28,0.0
2025-03-03 22:00:00,22,3,62,18.01,0.0,0.0,18.4,0.0
2025-03-03 23:00:00,23,3,62,23.59,0.0,0.0,14.94,0.0
2025-03-04 00:00:00,0,3,63,45.23,0.0,0.0,13.26,0.0
2025-03-04 01:00:00,1,3,63,62.13,0.0,0.0,11.32,0.0
2025-03-04 02:00:00,2,3,63,26.06,0.0,0.0,7.4,0.0
2025-03-04 03:00:00,3,3,63,10.18,0.0,0.0,5.93,0.0
2025-03-04 04:00:00,4,3,63,43.74,0.0,0.0,11.16,0.0
2025-03-04 05:00:00,5,3,63,18.67,0.0,0.0,11.94,0.0
2025-03-04 06:00:00,6,3,63,15.2,0.0,0.0,10.0,0.0
2025-03-04 07:00:00,7,3,63,8.71,241.91,220.83,17.36,19.21
2025-03-04 08:00:00,8,3,63,35.48,366.95,236.76,19.68,30.2
2025-03-04 09:00:00,9,3,63,33.0,532.09,356.49,23.86,41.65
2025-03-04 10:00:00,10,3,63,53.71,517.14,239.36,21.22,41.48
2025-03-04 11:00:00,11,3,63,0.0,965.93,965.93,27.22,78.14
2025-03-04 12:00:00,12,3,63,0.0,1000.0,1000.0,28.06,78.41
2025-03-04 13:00:00,13,3,63,10.09,892.85,802.8,28.55,71.98
2025-03-04 14:00:00,14,3,63,0.0,866.03,866.03,30.6,66.84
2025-03-04 15:00:00,15,3,63,29.72,549.47,386.15,30.36,44.13
2025-03-04 16:00:00,16,3,63,11.17,458.13,406.97,25.77,35.63
2025-03-04 17:00:00,17,3,63,60.16,142.03,56.58,31.09,9.9
2025-03-04 18:00:00,18,3,63,22.84,0.0,0.0,24.13,0.12
2025-03-04 19:00:00,19,3,63,26.46,0.0,0.0,25.7,0.0
2025-03-04 20:00:00,20,3,63,49.62,0.0,0.0,23.91,0.0
2025-03-04 21:00:00,21,3,63,13.38,0.0,0.0,20.19,0.0
2025-03-04 22:00:00,22,3,63,20.54,0.0,0.0,17.06,0.0
2025-03-04 23:00:00,23,3,63,6.19,0.0,0.0,15.77,0.0
2025-03-05 00:00:00,0,3,64,7.26,0.0,0.0,14.13,0.0
2025-03-05 01:00:00,1,3,64,0.0,0.0,0.0,11.53,0.0
2025-03-05 02:00:00,2,3,64,60.03,0.0,0.0,9.39,0.0
2025-03-05 03:00:00,3,3,64,40.52,0.0,0.0,12.55,0.0
2025-03-05 04:00:00,4,3,64,56.96,0.0,0.0,14.71,0.0
2025-03-05 05:00:00,5,3,64,51.69,0.0,0.0,10.04,0.0
2025-03-05 06:00:00,6,3,64,29.61,0.0,0.0,14.74,0.0
2025-03-05 07:00:00,7,3,64,25.42,209.48,156.23,12.23,18.48
2025-03-05 08:00:00,8,3,64,55.62,291.41,129.32,15.71,22.34
2025-03-05 09:00:00,9,3,64,49.37,445.26,225.41,19.99,34.77
2025-03-05 10:00:00,10,3,64,62.31,461.31,173.87,20.69,37.06
2025-03-05 11:00:00,11,3,64,44.89,640.74,353.13,27.69,49.79
2025-03-05 12:00:00,12,3,64,4.15,968.9,928.73,24.28,76.86
2025-03-05 13:00:00,13,3,64,21.23,812.16,639.77,24.74,65.55
2025-03-05 14:00:00,14,3,64,67.63,426.73,138.12,27.58,34.53
2025-03-05 15:00:00,15,3,64,20.51,598.33,475.61,32.71,46.12
2025-03-05 16:00:00,16,3,64,13.36,449.91,389.81,26.7,36.39
2025-03-05 17:00:00,17,3,64,11.8,235.92,208.08,29.41,19.64
2025-03-05 18:00:00,18,3,64,79.7,0.0,0.0,26.95,0.0
2025-03-05 19:00:00,19,3,64,8.49,0.0,0.0,24.73,0.0
2025-03-05 20:00:00,20,3,64,49.66,0.0,0.0,20.02,0.0
2025-03-05 21:00:00,21,3,64,33.56,0.0,0.0,19.8,0.0
2025-03-05 22:00:00,22,3,64,13.23,0.0,0.0,18.42,0.0
2025-03-05 23:00:00,23,3,64,12.19,0.0,0.0,16.38,0.0
2025-03-06 00:00:00,0,3,65,45.02,0.0,0.0,12.25,0.0
2025-03-06 01:00:00,1,3,65,3.95,0.0,0.0,5.29,0.0
2025-03-06 02:00:00,2,3,65,38.81,0.0,0.0,11.76,0.0
2025-03-06 03:00:00,3,3,65,23.57,0.0,0.0,11.36,0.0
2025-03-06 04:00:00,4,3,65,54.03,0.0,0.0,8.58,0.0
2025-03-06 05:00:00,5,3,65,48.79,0.0,0.0,9.51,0.0
2025-03-06 06:00:00,6,3,65,38.94,0.0,0.0,9.71,0.0
2025-03-06 07:00:00,7,3,65,21.07,217.92,172.0,18.66,16.78
2025-03-06 08:00:00,8,3,65,69.7,238.64,72.32,14.92,19.16
